Périmètre;Nature;Date;Heure;Date et Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW)
France;Données consolidées;2019-07-19;20:15;2019-07-19T20:15:00+02:00;;47750;47700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;21:00;2019-07-19T21:00:00+02:00;46642;45900;45800;472;18;4915;39148;573;144;6885;-19;1127;-6621;61;-223;-1250;-2681;-244;-2435;18;74;377;-1;429;4434;52;3889;1899;1097;539;291;298
France;Données consolidées;2019-07-19;21:45;2019-07-19T21:45:00+02:00;;45700;45600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;23:45;2019-07-19T23:45:00+02:00;;48250;48400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;02:45;2019-07-20T02:45:00+02:00;;38550;38550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;03:15;2019-07-20T03:15:00+02:00;;37350;37500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;05:15;2019-07-20T05:15:00+02:00;;36100;36000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;06:00;2019-07-20T06:00:00+02:00;36505;36400;36400;129;17;3203;37511;3281;0;3157;-1759;1139;-10174;51;-716;-1200;-2722;-2298;-3175;15;74;29;0;361;2774;69;2838;316;3;570;282;288
France;Données consolidées;2019-07-20;06:30;2019-07-20T06:30:00+02:00;36537;36300;36500;128;17;3140;37425;3083;12;3194;-1745;1129;-9845;50;-716;-1200;-2722;-2298;-3175;15;74;28;0;361;2713;66;2791;400;3;558;284;287
France;Données consolidées;2019-07-20;08:45;2019-07-20T08:45:00+02:00;;41300;41500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;09:45;2019-07-20T09:45:00+02:00;;43950;44000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;12:30;2019-07-20T12:30:00+02:00;48118;46800;46900;127;17;2530;38058;5249;4607;4156;-460;1064;-7229;37;-1704;-1200;-2785;-1200;509;17;74;28;0;329;2135;66;3044;940;171;510;273;281
France;Données consolidées;2019-07-20;15:15;2019-07-20T15:15:00+02:00;;44500;44400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;16:00;2019-07-20T16:00:00+02:00;44840;43600;43600;126;18;2332;37407;6957;4581;3125;-1740;1057;-9022;37;-1111;-1100;-2785;-2273;-1631;17;74;29;0;326;1942;65;2696;429;0;507;267;283
France;Données consolidées;2019-07-20;17:15;2019-07-20T17:15:00+02:00;;42950;43000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;20:00;2019-07-20T20:00:00+02:00;43940;43400;43800;129;18;3034;38520;4440;836;4821;-453;1077;-8483;43;-1702;-1200;-2785;-2140;-1385;17;74;31;-1;330;2647;58;2992;1203;627;516;281;280
France;Données consolidées;2019-07-20;21:15;2019-07-20T21:15:00+02:00;;41300;41850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;22:15;2019-07-20T22:15:00+02:00;;43050;43700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;22:30;2019-07-20T22:30:00+02:00;43969;44100;44800;127;18;3245;38164;2686;1;5243;-61;1092;-6548;46;-1703;-1200;-2783;-1684;2016;17;74;29;0;335;2846;63;3068;1216;959;530;284;278
France;Données consolidées;2019-07-21;02:15;2019-07-21T02:15:00+02:00;;38200;38650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;02:30;2019-07-21T02:30:00+02:00;37903;37300;37700;126;18;2286;37030;1640;0;4414;-275;1103;-8439;43;-1109;-1200;-2722;-1362;-1992;16;74;28;-1;339;1891;55;2885;1125;404;538;289;276
France;Données consolidées;2019-07-21;02:45;2019-07-21T02:45:00+02:00;;36500;37000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;03:00;2019-07-21T03:00:00+02:00;36296;35700;36300;125;18;2061;36675;1519;0;3780;-275;1114;-8720;43;-813;-1200;-2722;-1573;-3048;16;74;29;-1;341;1664;56;2896;807;77;547;292;275
France;Données consolidées;2019-07-21;04:00;2019-07-21T04:00:00+02:00;34725;34400;34800;123;18;1889;37034;1287;0;3448;-976;1115;-9213;43;-813;-1200;-2722;-1554;-3118;16;75;28;0;341;1489;59;2897;551;0;550;295;271
France;Données consolidées;2019-07-21;04:30;2019-07-21T04:30:00+02:00;34303;33900;34700;123;18;1901;37071;1166;0;3769;-1299;1112;-9557;43;-813;-1200;-2722;-1554;-3118;16;74;29;0;338;1500;63;2869;897;3;549;292;271
France;Données consolidées;2019-07-21;04:45;2019-07-21T04:45:00+02:00;;33850;34500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;06:45;2019-07-21T06:45:00+02:00;;32850;33800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;09:15;2019-07-21T09:15:00+02:00;;37600;39050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;09:30;2019-07-21T09:30:00+02:00;39150;38200;39700;124;18;1645;37208;249;2543;4055;-438;1096;-7349;38;-1407;-1200;-2427;-720;-1942;18;74;28;0;335;1253;57;2782;978;294;552;279;265
France;Données consolidées;2019-07-21;09:45;2019-07-21T09:45:00+02:00;;38700;40250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;11:15;2019-07-21T11:15:00+02:00;;41200;42950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;12:00;2019-07-21T12:00:00+02:00;43860;43300;44800;124;17;1437;36713;449;5316;3644;-1878;1084;-3047;36;-1604;-1200;-1958;154;2482;17;74;28;0;331;1044;62;2731;914;0;538;277;269
France;Données consolidées;2019-07-21;12:15;2019-07-21T12:15:00+02:00;;43300;44550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;12:45;2019-07-21T12:45:00+02:00;;44050;45200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;14:00;2019-07-21T14:00:00+02:00;43098;41600;42800;138;18;1573;35263;619;5913;3053;-2128;1063;-2413;38;-1605;-1200;-1958;-454;2074;16;74;43;-1;324;1192;58;2552;501;0;526;265;272
France;Données consolidées;2019-07-21;14:15;2019-07-21T14:15:00+02:00;;41400;42650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;15:00;2019-07-21T15:00:00+02:00;42229;40500;41800;178;19;1551;35240;624;5908;2969;-2124;1071;-3208;38;-1604;-1200;-1935;-64;368;16;75;82;0;312;1176;63;2686;284;0;527;274;270
France;Données consolidées;2019-07-21;16:15;2019-07-21T16:15:00+02:00;;39500;40950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;16:30;2019-07-21T16:30:00+02:00;41010;39400;40900;483;18;1844;35633;628;5089;3257;-1708;1053;-5286;45;-1505;-1200;-1935;-504;-866;16;74;388;-1;310;1476;58;2921;336;0;511;270;272
France;Données consolidées;2019-07-21;17:45;2019-07-21T17:45:00+02:00;;39850;41350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;18:45;2019-07-21T18:45:00+02:00;;41400;42900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;20:15;2019-07-21T20:15:00+02:00;;42600;43800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;21:00;2019-07-21T21:00:00+02:00;42802;42000;42900;485;17;4018;39519;651;182;5041;-263;1090;-7938;57;-1506;-1200;-2722;-1070;-1087;17;75;388;0;329;3627;62;3012;1228;801;542;278;270
France;Données consolidées;2019-07-21;21:15;2019-07-21T21:15:00+02:00;;42150;42900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;21:30;2019-07-21T21:30:00+02:00;42904;42300;42900;481;17;3958;39512;773;28;5121;-59;1097;-8024;56;-1506;-1200;-2722;-1070;-1087;17;75;384;-1;330;3574;54;3041;1295;786;542;286;270
France;Données consolidées;2019-07-21;22:45;2019-07-21T22:45:00+02:00;;46350;46450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;01:15;2019-07-22T01:15:00+02:00;;39650;40350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;02:00;2019-07-22T02:00:00+02:00;38992;39300;40000;509;17;3786;39299;1094;0;3336;-293;1117;-9872;58;1197;-1200;-2722;-2341;-3293;17;75;410;0;334;3385;67;2704;632;0;575;277;265
France;Données consolidées;2019-07-22;03:15;2019-07-22T03:15:00+02:00;;36600;36750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;03:45;2019-07-22T03:45:00+02:00;;36250;36250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;05:45;2019-07-22T05:45:00+02:00;;38900;39000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;06:00;2019-07-22T06:00:00+02:00;39097;39400;39600;339;18;3186;38733;652;0;3511;-1825;1112;-6629;55;1196;-1200;-2719;-2298;-1592;17;75;242;-1;350;2770;66;2974;534;3;571;275;266
France;Données consolidées;2019-07-22;07:00;2019-07-22T07:00:00+02:00;42241;43100;42800;394;17;3935;39199;631;113;4204;-438;1099;-6913;57;593;-1200;-2657;-1971;-1118;17;75;297;0;354;3512;70;3120;1081;3;563;272;264
France;Données consolidées;2019-07-22;07:15;2019-07-22T07:15:00+02:00;;44000;43800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;07:30;2019-07-22T07:30:00+02:00;44375;44900;44800;489;17;4526;39212;598;375;5047;-437;1103;-6556;61;593;-1200;-2657;-1971;-1118;17;75;392;0;352;4107;67;3415;1388;244;566;273;263
France;Données consolidées;2019-07-22;10:00;2019-07-22T10:00:00+02:00;52027;52900;52600;504;17;4801;39723;139;3644;5682;-18;1078;-3544;57;387;-1200;-2741;121;525;17;75;408;0;344;4394;64;3620;1802;260;538;272;268
France;Données consolidées;2019-07-22;10:15;2019-07-22T10:15:00+02:00;;53300;53000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;10:30;2019-07-22T10:30:00+02:00;52886;53700;53400;506;17;4816;39691;147;4314;5090;-18;1076;-2751;57;387;-1200;-2741;120;532;17;74;410;-1;345;4405;66;3433;1560;97;541;269;265
France;Données consolidées;2019-07-22;10:45;2019-07-22T10:45:00+02:00;;53850;53800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;11:15;2019-07-22T11:15:00+02:00;;54450;54550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;11:30;2019-07-22T11:30:00+02:00;54504;54900;54900;503;14;4786;39580;156;5307;5030;-73;1054;-1852;56;879;-1200;-2741;754;207;17;75;407;-1;361;4364;61;3408;1540;82;524;266;263
France;Données consolidées;2019-07-22;12:00;2019-07-22T12:00:00+02:00;55520;55700;56100;509;14;4849;39769;153;5654;5212;-73;1059;-1626;56;937;-1200;-2741;1085;519;16;75;414;-1;359;4434;57;3415;1513;284;525;267;267
France;Données consolidées;2019-07-22;13:00;2019-07-22T13:00:00+02:00;56160;56300;57300;489;14;4612;39607;155;6142;5597;-74;1059;-1440;53;1011;-1200;-2741;831;896;16;74;395;-1;355;4205;53;3424;1434;740;527;266;266
France;Données consolidées;2019-07-22;13:45;2019-07-22T13:45:00+02:00;;55200;56050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;15:00;2019-07-22T15:00:00+02:00;55111;54900;55600;484;14;4200;39422;193;6096;5161;-29;1030;-1461;51;1233;-1000;-2741;603;749;16;73;391;-1;364;3786;50;3460;1187;514;520;258;253
France;Données consolidées;2019-07-22;15:30;2019-07-22T15:30:00+02:00;54729;54500;55100;491;14;4226;39612;210;5928;5325;-465;1006;-1618;51;1233;-1000;-2741;603;736;15;73;398;0;364;3815;48;3528;1213;585;512;246;247
France;Données consolidées;2019-07-22;17:00;2019-07-22T17:00:00+02:00;53198;53200;53600;491;14;4158;39572;289;4872;5350;-456;999;-2090;52;0;-1200;-2741;1096;513;15;73;397;-1;362;3748;48;3569;1209;572;502;238;259
France;Données consolidées;2019-07-22;18:15;2019-07-22T18:15:00+02:00;;52900;53150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;21:00;2019-07-22T21:00:00+02:00;49488;48400;48600;479;15;4518;39636;685;159;7857;-18;1020;-4864;55;-1654;-623;-2274;1096;-2353;16;74;384;-1;357;4127;35;4003;2289;1565;505;247;269
France;Données consolidées;2019-07-22;22:15;2019-07-22T22:15:00+02:00;;48850;48950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;01:30;2019-07-23T01:30:00+02:00;43366;43700;44100;506;14;4805;39740;2507;0;4210;-787;1066;-8694;61;-1256;-1200;-2730;-1986;-1166;16;73;405;-1;368;4399;38;3073;1137;0;536;261;270
France;Données consolidées;2019-07-23;02:00;2019-07-23T02:00:00+02:00;42650;43000;43400;501;13;4655;39524;2473;0;4183;-731;1076;-9044;60;-1255;-1200;-2730;-2341;-2223;16;73;400;0;368;4250;37;3076;1107;0;541;265;270
France;Données consolidées;2019-07-23;03:45;2019-07-23T03:45:00+02:00;;39400;39500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;04:00;2019-07-23T04:00:00+02:00;39333;39200;39200;512;13;4549;39396;2159;0;3860;-1133;1080;-11102;61;-1255;-1200;-2730;-2341;-4254;17;73;409;0;367;4144;38;3172;688;0;534;273;273
France;Données consolidées;2019-07-23;04:30;2019-07-23T04:30:00+02:00;39140;38900;39100;518;12;4685;39650;2057;0;3810;-1053;1073;-11612;62;-1255;-1200;-2730;-2341;-4254;16;73;419;-1;368;4280;37;3070;740;0;534;274;265
France;Données consolidées;2019-07-23;05:45;2019-07-23T05:45:00+02:00;;41000;41500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;08:45;2019-07-23T08:45:00+02:00;;51600;51500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;09:30;2019-07-23T09:30:00+02:00;53275;53600;53900;766;12;4737;40388;956;2964;6992;-18;1027;-4549;57;-1548;-1200;-2789;1089;377;292;73;397;-1;387;4309;42;3607;2558;827;502;265;260
France;Données consolidées;2019-07-23;09:45;2019-07-23T09:45:00+02:00;;54150;54400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;10:15;2019-07-23T10:15:00+02:00;;55100;55250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;10:45;2019-07-23T10:45:00+02:00;;55850;56050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;11:00;2019-07-23T11:00:00+02:00;56135;56200;56500;816;13;4637;40336;821;4829;6491;-18;985;-2775;55;676;-1200;-2789;1146;1282;356;72;384;-1;403;4191;44;3497;2005;989;475;256;254
France;Données consolidées;2019-07-23;12:00;2019-07-23T12:00:00+02:00;57779;57900;58500;809;12;4492;40246;1119;5620;5952;-61;988;-1399;54;776;-416;-2759;1096;1496;353;72;381;-1;399;4053;41;3600;1818;535;476;253;258
France;Données consolidées;2019-07-23;13:00;2019-07-23T13:00:00+02:00;58439;59200;59300;795;13;4352;39898;1408;6163;5239;-73;965;-321;53;450;-1005;-2759;1096;1465;348;72;371;-1;374;3942;37;3563;1418;258;467;244;254
France;Données consolidées;2019-07-23;13:45;2019-07-23T13:45:00+02:00;;57750;57750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;14:15;2019-07-23T14:15:00+02:00;;58150;58050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;18:45;2019-07-23T18:45:00+02:00;;55450;55700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-23;23:15;2019-07-23T23:15:00+02:00;;52450;53550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;00:45;2019-07-24T00:45:00+02:00;;45850;45900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;02:00;2019-07-24T02:00:00+02:00;43640;44200;44000;470;5;3942;37661;3662;0;3906;-1011;1018;-6012;56;692;-1200;-2730;-1950;-2020;15;73;373;-1;337;3576;30;3016;890;0;490;264;264
France;Données consolidées;2019-07-24;03:45;2019-07-24T03:45:00+02:00;;40250;39950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;04:15;2019-07-24T04:15:00+02:00;;39950;39700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;08:15;2019-07-24T08:15:00+02:00;;51250;50150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;09:15;2019-07-24T09:15:00+02:00;;54250;53700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;10:00;2019-07-24T10:00:00+02:00;54970;55800;55400;486;273;4911;37946;729;3509;6936;-20;968;-769;61;1809;-400;-2835;1013;1046;15;75;391;268;353;4256;34;3776;2113;1048;470;249;250
France;Données consolidées;2019-07-24;11:45;2019-07-24T11:45:00+02:00;;58800;58400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;12:00;2019-07-24T12:00:00+02:00;58329;59400;58900;474;532;4799;37594;449;5634;6820;-19;952;1093;62;1779;-133;-2799;1096;2386;15;72;383;254;348;4158;39;3722;2100;998;457;245;250
France;Données consolidées;2019-07-24;14:15;2019-07-24T14:15:00+02:00;;58750;58750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;15:15;2019-07-24T15:15:00+02:00;;57700;57550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;16:00;2019-07-24T16:00:00+02:00;56738;57200;56900;485;321;4763;36577;652;5513;5908;-93;902;1710;60;842;435;-2822;1096;2234;15;73;394;249;339;4141;34;3418;1799;692;457;216;229
France;Données consolidées;2019-07-24;16:45;2019-07-24T16:45:00+02:00;;56500;56100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;17:45;2019-07-24T17:45:00+02:00;;56000;55500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;18:00;2019-07-24T18:00:00+02:00;55243;56100;55600;478;540;4818;36374;650;3550;8031;-19;906;-86;65;-681;1750;-2688;1064;1468;15;72;387;408;329;4038;43;4079;2455;1497;462;216;229
France;Données consolidées;2019-07-24;20:15;2019-07-24T20:15:00+02:00;;54000;53400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;21:15;2019-07-24T21:15:00+02:00;;51850;51350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;22:45;2019-07-24T22:45:00+02:00;;53900;53500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;01:15;2019-07-25T01:15:00+02:00;;44750;45500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;02:30;2019-07-25T02:30:00+02:00;43478;42700;43100;484;550;4556;36189;2396;0;4088;-1135;1032;-4681;73;35;-1200;-2730;-891;347;15;73;390;-2;357;4163;37;2922;1163;2;514;271;246
France;Données consolidées;2019-07-25;03:30;2019-07-25T03:30:00+02:00;41408;40500;41200;480;569;4407;36215;2574;0;3552;-1328;1032;-6092;74;105;-1200;-2730;-1827;-438;15;73;387;-1;357;4011;40;2888;662;3;519;266;247
France;Données consolidées;2019-07-25;04:15;2019-07-25T04:15:00+02:00;;39800;40400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;05:00;2019-07-25T05:00:00+02:00;40848;40400;41100;496;571;4314;35696;2707;0;3476;-1311;1036;-6137;74;1951;-1200;-2730;-1647;-1128;15;72;400;-1;358;3916;41;2887;587;2;521;267;248
France;Données consolidées;2019-07-25;08:00;2019-07-25T08:00:00+02:00;49437;50100;49700;485;529;4915;35775;3021;737;6242;-20;1027;-3275;70;1392;611;-2704;910;-1929;16;72;385;250;361;4277;28;3726;1648;868;520;260;247
France;Données consolidées;2019-07-25;08:30;2019-07-25T08:30:00+02:00;51280;52100;51500;479;515;4812;35949;2657;1349;6668;-18;1016;-2148;68;1392;611;-2704;910;-1315;15;72;380;243;358;4179;32;3859;1899;909;519;254;243
France;Données consolidées;2019-07-25;12:15;2019-07-25T12:15:00+02:00;;59200;58800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;14:15;2019-07-25T14:15:00+02:00;;59300;58450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;14:30;2019-07-25T14:30:00+02:00;58096;59500;58600;472;326;4817;35450;2137;6093;5488;-18;887;2445;60;1494;986;-2804;1096;2651;15;72;382;398;315;4074;30;3475;1630;383;454;224;209
France;Données consolidées;2019-07-25;14:45;2019-07-25T14:45:00+02:00;;58950;58050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;15:45;2019-07-25T15:45:00+02:00;;57750;56950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;16:45;2019-07-25T16:45:00+02:00;;56750;56050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;17:00;2019-07-25T17:00:00+02:00;55345;56700;56000;496;404;4731;35220;2396;4740;6221;-18;862;293;61;856;1750;-2727;737;-1493;15;73;404;249;297;4167;18;3672;1909;640;444;223;195
France;Données consolidées;2019-07-25;17:15;2019-07-25T17:15:00+02:00;;56400;55750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;18:00;2019-07-25T18:00:00+02:00;54598;56200;55600;495;407;4696;35534;2710;3508;8754;-18;866;-2354;59;1067;1750;-2665;1027;-1250;15;72;405;252;326;4100;18;4320;2747;1687;443;224;199
France;Données consolidées;2019-07-25;18:15;2019-07-25T18:15:00+02:00;;56150;55600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;19:00;2019-07-25T19:00:00+02:00;54685;56200;55700;479;389;4629;35463;2927;2097;9066;-18;878;-1226;59;532;1600;-2504;1096;-1921;15;72;388;240;329;4046;14;4529;2886;1651;450;226;202
France;Données consolidées;2019-07-25;19:30;2019-07-25T19:30:00+02:00;53917;55100;54700;482;392;4668;35486;2957;1399;9190;-18;897;-1537;60;532;1600;-2504;1096;-2200;16;72;391;243;335;4076;14;4521;2945;1725;457;230;211
France;Données consolidées;2019-07-25;19:45;2019-07-25T19:45:00+02:00;;54700;54350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;20:00;2019-07-25T20:00:00+02:00;53012;54300;54000;472;381;4589;35706;2866;790;9121;-18;902;-1797;60;910;1600;-2655;1096;-2557;15;72;381;234;338;4009;9;4511;2957;1653;461;229;212
France;Données consolidées;2019-07-25;23:15;2019-07-25T23:15:00+02:00;;53200;53500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;00:00;2019-07-26T00:00:00+02:00;49886;50100;49300;474;316;4197;34349;3650;0;6601;-358;983;-324;62;-114;-1200;-2644;445;1820;15;72;381;-1;358;3832;8;3504;1837;1260;495;254;234
France;Données consolidées;2019-07-26;00:30;2019-07-26T00:30:00+02:00;47144;47400;46400;489;310;4456;33857;3294;0;5749;-368;1006;-1650;66;-114;-1200;-2644;422;1810;15;72;398;-1;357;4093;8;3334;1947;467;512;255;239
France;Données consolidées;2019-07-26;01:30;2019-07-26T01:30:00+02:00;43739;44800;44600;475;312;4280;33665;3339;0;4552;-693;1021;-3211;68;0;-1200;-2644;169;987;15;74;382;-1;362;3911;8;3057;1415;80;521;259;241
France;Données consolidées;2019-07-26;01:45;2019-07-26T01:45:00+02:00;;44500;44100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;02:30;2019-07-26T02:30:00+02:00;42434;42800;42100;483;356;4317;33948;3200;0;3989;-704;1012;-4169;69;-4;-1200;-2644;-1009;951;15;74;387;-1;364;3947;8;2954;945;91;522;249;241
